u_id,r_id,time_taken,preferrence,rating
1713,1392,59.94,mountain,3
1713,1220,32.01,river,5
1714,1463,54.19,park,1
1714,620,51.3,river,5
1714,1304,33.29,park,2
1714,995,56.98,park,3
1714,1148,24.6,park,1
1714,1094,43.06,mountain,5
1714,741,34.5,river,5
1714,1313,31.34,park,3
1714,1024,36.53,park,1
1714,599,56.04,river,5
1715,1147,31.13,park,5
1715,626,47.39,river,3
1715,886,39.54,river,1
1715,1288,54.39,park,5
1715,1293,53.81,park,5
1715,588,27.08,river,1
1715,828,36.96,park,5
1715,526,20.28,mountain,1
1715,519,48.68,mountain,2
1715,985,50.78,park,5
1716,193,58.52,river,2
1716,161,25.61,river,3
1716,313,41.22,river,3
1716,323,32.03,river,2
1716,318,48.14,river,2
1716,332,46.81,river,1
1716,329,37.13,river,3
1716,178,20.47,river,2
1716,700,46.02,park,5
1716,389,59.0,park,5
1717,682,40.71,park,3
1717,414,53.81,park,1
1717,564,45.08,park,3
1717,402,46.43,park,1
1717,183,28.26,river,2
1717,325,30.77,river,2
1717,310,51.22,river,3
1717,690,36.28,park,2
1717,330,27.17,river,1
1717,194,54.79,river,3
1718,308,52.43,river,3
1718,190,23.41,river,3
1718,162,23.71,river,3
1718,155,46.38,river,3
1718,550,55.61,park,5
1718,412,38.83,park,5
1718,176,33.09,river,2
1718,178,29.43,river,3
1718,724,57.22,park,5
1718,335,22.67,river,3
1719,788,46.14,mountain,5
1719,616,42.5,river,5
1719,850,57.41,park,1
1719,462,43.1,river,5
1719,604,44.48,river,5
1719,466,44.15,river,5
1719,779,40.12,mountain,5
1719,901,28.45,river,5
1719,985,22.74,park,3
1719,520,55.91,mountain,5
1720,996,47.83,park,2
1720,741,57.17,river,5
1720,830,31.16,park,3
1720,843,44.08,park,1
1720,625,56.45,river,5
1720,834,29.59,park,2
1720,916,38.22,river,5
1720,1325,53.02,park,3
1720,733,33.57,river,5
1720,481,41.64,river,5
1721,1189,29.37,river,5
1721,1428,49.32,park,2
1721,1242,57.07,mountain,3
1721,1367,30.28,river,5
1721,1188,56.52,river,5
1721,922,22.88,river,5
1721,1302,34.89,park,2
1721,1180,44.15,river,5
1721,879,22.66,river,5
1721,1031,55.8,river,5
1722,571,35.64,park,2
1722,315,27.3,river,5
1722,199,22.96,river,5
1722,724,58.42,park,1
1722,304,51.98,river,5
1722,167,57.46,river,5
1722,313,49.66,river,5
1722,170,37.79,river,5
1722,188,42.5,river,5
1722,341,26.33,mountain,5
1723,460,27.5,river,1
1723,862,34.91,park,5
1723,850,47.46,park,5
1723,1245,30.51,mountain,3
1723,852,35.13,park,5
1723,896,44.27,river,2
1723,759,20.68,river,1
1723,900,50.31,river,1
1723,440,57.39,river,2
1723,847,51.97,park,5
1724,361,48.92,mountain,5
1724,710,50.14,park,1
1724,596,30.63,river,5
1724,1279,48.03,park,3
1724,816,37.42,mountain,5
1724,871,23.8,park,1
1724,752,46.2,river,5
1724,1310,53.33,park,2
1724,1001,52.24,park,1
1724,780,32.96,mountain,5
1725,1005,48.77,park,5
1725,439,46.8,river,5
1725,1287,56.05,park,5
1725,1299,27.66,park,5
1725,1446,31.53,park,5
1725,829,54.21,park,5
1725,1161,59.91,park,5
1725,849,44.51,park,5
1725,826,20.43,mountain,2
1725,440,31.93,river,5
1726,1002,33.75,park,5
1726,1000,48.86,park,5
1726,836,53.89,park,5
1726,1245,51.78,mountain,5
1726,1167,20.93,park,5
1726,1292,28.21,park,5
1726,626,49.4,river,2
1726,1286,51.98,park,5
1726,471,57.4,river,2
1726,1161,56.22,park,5
1727,1327,21.05,park,2
1727,459,50.43,river,1
1727,1462,35.34,park,1
1727,1177,21.73,park,2
1727,859,34.7,park,1
1727,1326,57.8,park,1
1727,631,31.8,mountain,5
1727,1255,21.43,mountain,5
1727,736,30.81,river,3
1727,754,48.07,river,2
1728,1275,26.43,mountain,2
1728,1283,42.81,park,5
1728,962,37.64,mountain,2
1728,1256,36.67,mountain,3
1728,1033,32.01,river,5
1728,919,24.02,river,5
1728,1251,33.69,mountain,1
1728,1217,36.71,river,5
1728,933,45.6,mountain,3
1728,1104,35.55,mountain,3
1729,1007,49.91,park,5
1729,520,52.82,mountain,5
1729,1120,37.68,mountain,5
1729,1287,35.82,park,5
1729,1133,25.15,park,5
1729,873,23.65,park,5
1729,1008,27.83,park,5
1729,767,27.64,river,3
1729,483,26.77,river,3
1729,890,59.91,river,1
1730,156,42.66,river,5
1730,190,41.37,river,5
1730,424,40.17,park,5
1730,565,28.65,park,5
1730,434,44.86,park,5
1730,697,43.39,park,5
1730,693,39.06,park,5
1730,186,27.87,river,5
1730,328,54.53,river,5
1730,159,58.3,river,5
1731,318,50.43,river,1
1731,194,37.75,river,2
1731,195,23.46,river,3
1731,434,23.66,park,5
1731,156,24.34,river,3
1731,323,29.15,river,2
1731,161,42.37,river,3
1731,395,51.09,park,5
1731,404,33.24,park,5
1731,571,48.67,park,5
1732,470,42.16,river,2
1732,1133,30.53,park,5
1732,867,46.28,park,5
1732,861,41.31,park,5
1732,468,34.31,river,2
1732,843,33.12,park,5
1732,1012,37.9,park,5
1732,694,30.89,park,5
1732,886,20.38,river,2
1732,1097,50.4,mountain,1
1733,421,32.11,park,1
1733,158,42.37,river,5
1733,167,56.7,river,5
1733,177,54.09,river,5
1733,186,55.61,river,5
1733,161,48.44,river,5
1733,328,56.85,river,5
1733,180,56.78,river,5
1733,313,42.9,river,5
1733,199,36.1,river,5
1734,720,21.63,park,5
1734,568,52.23,park,5
1734,395,49.51,park,5
1734,697,27.64,park,5
1734,316,20.19,river,1
1734,719,46.52,park,5
1734,187,49.92,river,2
1734,171,33.46,river,2
1734,388,41.06,park,5
1734,155,25.3,river,1
1735,324,23.12,river,5
1735,693,23.49,park,1
1735,341,28.0,mountain,1
1735,412,44.43,park,1
1735,536,36.05,park,3
1735,170,37.15,river,5
1735,414,40.48,park,2
1735,162,44.72,river,5
1735,187,51.63,river,5
1735,585,57.11,park,1
1736,1310,59.98,park,5
1736,843,54.26,park,5
1736,825,52.25,mountain,5
1736,1229,32.85,mountain,5
1736,1231,23.16,mountain,5
1736,961,53.96,mountain,5
1736,1240,47.37,mountain,5
1736,1171,44.96,park,5
1736,838,26.04,park,5
1736,756,37.47,river,1
1737,1107,51.05,mountain,3
1737,1046,52.82,river,5
1737,1298,41.91,park,5
1737,1217,56.57,river,5
1737,1258,20.45,mountain,2
1737,1428,40.27,park,5
1737,1427,37.37,mountain,2
1737,1403,42.22,mountain,3
1737,1183,21.79,river,5
1737,1416,54.05,mountain,1
1738,788,30.8,mountain,3
1738,863,22.39,park,5
1738,1291,55.92,park,5
1738,615,54.1,river,5
1738,462,22.79,river,5
1738,1001,52.97,park,5
1738,747,50.19,river,5
1738,858,31.43,park,5
1738,767,57.25,river,5
1738,710,58.54,park,5
1739,1133,36.31,park,2
1739,446,57.48,river,5
1739,999,51.54,park,1
1739,463,34.64,river,5
1739,1286,44.68,park,2
1739,452,59.24,river,5
1739,1010,51.37,park,2
1739,990,35.81,park,1
1739,1263,48.26,mountain,5
1739,741,24.94,river,5
1740,1221,26.22,river,3
1740,1076,48.58,river,1
1740,1445,29.89,park,1
1740,1067,33.95,river,3
1740,1194,49.48,river,1
1740,968,41.68,mountain,5
1740,1258,27.42,mountain,5
1740,885,30.61,river,2
1740,1061,25.67,river,3
1740,1260,54.49,mountain,5
1741,197,29.62,river,1
1741,332,41.52,river,3
1741,395,56.82,park,5
1741,720,35.26,park,5
1741,153,40.97,river,2
1741,161,28.13,river,2
1741,169,41.87,river,1
1741,568,49.33,park,5
1741,414,34.69,park,5
1741,308,31.09,river,1
1742,682,48.14,park,5
1742,325,26.35,river,1
1742,418,56.84,park,5
1742,312,24.85,river,3
1742,421,49.15,park,5
1742,324,31.44,river,3
1742,402,22.68,park,5
1742,155,57.33,river,2
1742,328,49.58,river,1
1742,159,49.52,river,3
1743,1206,43.81,river,2
1743,1212,47.62,river,1
1743,1190,29.18,river,1
1743,1470,35.79,park,5
1743,1471,25.03,park,5
1743,910,59.55,river,3
1743,1076,36.06,river,1
1743,1044,21.48,river,2
1743,1475,46.66,park,5
1743,1410,51.37,mountain,3
1744,1185,22.62,river,2
1744,1242,58.06,mountain,5
1744,1179,44.7,river,3
1744,1431,43.26,park,1
1744,914,40.57,river,3
1744,1468,21.2,park,1
1744,1038,30.24,river,1
1744,1069,31.82,river,2
1744,1189,24.7,river,2
1744,1333,50.92,river,1
1745,929,28.72,mountain,5
1745,1307,38.12,park,1
1745,872,41.95,park,1
1745,616,53.45,river,3
1745,976,38.85,mountain,5
1745,901,37.51,river,1
1745,1145,44.69,park,3
1745,916,30.58,river,2
1745,863,22.61,park,3
1745,881,31.16,river,2
1746,169,57.0,river,2
1746,395,20.01,park,3
1746,693,52.3,park,1
1746,341,30.78,mountain,5
1746,682,50.81,park,2
1746,176,32.88,river,3
1746,163,59.51,river,1
1746,328,22.96,river,2
1746,326,34.11,river,2
1746,717,45.08,park,3
1747,1258,22.41,mountain,1
1747,1388,33.48,mountain,2
1747,1410,59.58,mountain,3
1747,1213,58.54,river,5
1747,1225,40.79,river,5
1747,1204,32.48,river,5
1747,1427,57.9,mountain,3
1747,1472,49.04,park,2
1747,1308,39.51,park,1
1747,1069,28.32,river,5
1748,989,49.68,park,3
1748,861,31.27,park,3
1748,1078,23.51,mountain,5
1748,1310,53.02,park,2
1748,1003,38.07,park,1
1748,758,51.89,river,1
1748,601,37.61,river,3
1748,991,25.79,park,2
1748,738,26.29,river,3
1748,484,54.33,river,2
1749,898,34.74,river,3
1749,1036,54.54,river,1
1749,1049,47.46,river,1
1749,1428,26.15,park,2
1749,1476,22.48,park,2
1749,1253,20.34,mountain,5
1749,1467,31.32,park,1
1749,1052,59.24,river,3
1749,1335,26.76,river,2
1749,904,54.91,river,3
1750,414,29.76,park,5
1750,389,23.94,park,5
1750,536,56.69,park,5
1750,569,20.22,park,5
1750,325,40.78,river,3
1750,194,58.5,river,3
1750,176,34.79,river,1
1750,310,32.04,river,2
1750,155,54.57,river,1
1750,191,52.77,river,2
1751,1392,35.96,mountain,2
1751,1050,31.29,river,3
1751,1318,37.48,park,5
1751,1216,31.14,river,2
1751,1461,36.45,park,5
1751,1181,34.3,river,1
1751,1298,55.65,park,5
1751,974,44.48,mountain,3
1751,1436,41.51,park,5
1751,970,44.69,mountain,2
1752,680,46.33,park,5
1752,313,38.29,river,1
1752,540,38.01,park,5
1752,180,51.64,river,2
1752,717,55.55,park,5
1752,388,54.05,park,5
1752,693,31.25,park,5
1752,155,45.33,river,2
1752,400,25.05,park,5
1752,395,36.94,park,5
1753,329,41.52,river,5
1753,169,31.06,river,5
1753,159,22.05,river,5
1753,550,59.3,park,5
1753,325,32.17,river,5
1753,176,41.69,river,5
1753,412,28.34,park,5
1753,326,22.07,river,5
1753,180,32.04,river,5
1753,170,35.93,river,5
1754,1077,22.75,river,2
1754,1281,58.91,park,5
1754,1072,38.95,river,1
1754,1387,35.18,mountain,3
1754,1050,35.79,river,3
1754,1081,55.23,mountain,2
1754,1397,34.05,mountain,3
1754,1450,49.61,park,5
1754,1054,44.71,river,2
1754,1475,40.43,park,5
1755,1067,54.64,river,5
1755,1308,42.99,park,1
1755,1377,34.15,river,5
1755,1403,43.82,mountain,5
1755,1419,38.26,mountain,5
1755,1392,43.43,mountain,5
1755,1251,34.24,mountain,5
1755,1188,32.69,river,5
1755,933,48.79,mountain,5
1755,1210,20.96,river,5
1756,1229,54.4,mountain,2
1756,726,36.23,park,1
1756,694,23.0,park,3
1756,1405,48.94,mountain,1
1756,469,58.7,river,5
1756,987,54.17,park,1
1756,480,27.96,river,5
1756,780,57.02,mountain,2
1756,615,49.79,river,5
1756,454,20.7,river,5
1757,1392,51.35,mountain,5
1757,1063,20.09,river,5
1757,913,48.09,river,5
1757,1041,27.94,river,5
1757,1312,27.27,park,1
1757,1430,26.71,park,1
1757,1467,20.23,park,2
1757,1223,31.07,river,5
1757,1347,36.76,river,5
1757,1207,50.31,river,5
1758,1128,47.12,park,5
1758,738,23.4,river,5
1758,1171,57.2,park,5
1758,1315,56.51,park,5
1758,1292,34.85,park,5
1758,623,49.73,river,5
1758,463,41.53,river,5
1758,520,51.89,mountain,2
1758,877,51.74,park,5
1758,1126,52.33,mountain,3
1759,1344,35.77,river,5
1759,1403,23.38,mountain,1
1759,1049,25.44,river,5
1759,1460,35.4,park,2
1759,1206,39.86,river,5
1759,1125,48.71,mountain,1
1759,1178,21.94,river,5
1759,1455,37.16,park,3
1759,1224,38.47,river,5
1759,1400,22.74,mountain,1
1760,620,28.15,river,2
1760,1090,50.28,mountain,5
1760,979,28.28,park,5
1760,1016,50.53,park,5
1760,761,50.58,river,2
1760,773,44.37,river,1
1760,1160,25.89,park,5
1760,929,20.14,mountain,5
1760,982,31.61,park,5
1760,1002,46.82,park,5
1761,732,23.8,river,5
1761,869,29.93,park,5
1761,1396,54.55,mountain,2
1761,983,36.19,park,5
1761,1147,21.74,park,5
1761,773,55.45,river,5
1761,605,24.37,river,5
1761,1130,36.09,park,5
1761,1003,29.53,park,5
1761,1443,40.06,park,5
1762,586,23.1,river,5
1762,1166,43.89,park,2
1762,826,26.12,mountain,2
1762,1229,49.79,mountain,3
1762,1094,34.18,mountain,3
1762,1245,58.59,mountain,3
1762,627,38.07,river,5
1762,1020,53.69,park,2
1762,616,50.79,river,5
1762,830,55.56,park,2
1763,477,48.98,river,5
1763,728,50.96,river,5
1763,593,42.71,river,5
1763,896,23.76,river,5
1763,1142,40.96,park,5
1763,1292,38.69,park,5
1763,453,49.42,river,5
1763,1143,30.73,park,5
1763,467,49.91,river,5
1763,773,34.37,river,5
1764,406,56.7,park,3
1764,315,40.41,river,5
1764,153,50.58,river,5
1764,194,27.05,river,5
1764,159,36.32,river,5
1764,386,50.02,park,1
1764,318,37.95,river,5
1764,404,22.16,park,3
1764,584,58.68,park,1
1764,304,51.12,river,5
1765,767,20.53,river,3
1765,727,53.42,park,5
1765,353,28.06,mountain,1
1765,1018,21.9,park,5
1765,457,41.14,river,3
1765,1173,26.86,park,5
1765,439,41.24,river,3
1765,1469,37.39,park,5
1765,1003,49.4,park,5
1765,1167,39.36,park,5
1766,460,43.71,river,2
1766,752,34.82,river,1
1766,1142,43.94,park,1
1766,754,57.63,river,1
1766,1162,53.52,park,2
1766,592,44.64,river,1
1766,864,44.47,park,3
1766,1174,27.62,park,1
1766,874,48.83,park,1
1766,479,57.45,river,1
1767,1301,58.96,park,5
1767,1128,22.08,park,5
1767,1165,31.44,park,5
1767,1259,38.68,mountain,2
1767,1022,49.34,park,5
1767,863,22.03,park,5
1767,382,32.1,mountain,3
1767,758,29.55,river,5
1767,599,52.09,river,5
1767,857,32.82,park,5
1768,711,49.53,park,1
1768,682,20.37,park,1
1768,178,30.63,river,5
1768,536,30.87,park,1
1768,173,40.92,river,5
1768,386,56.25,park,3
1768,304,39.08,river,5
1768,185,33.64,river,5
1768,406,45.53,park,2
1768,395,28.52,park,2
1769,720,25.74,park,1
1769,414,46.82,park,2
1769,331,36.27,river,5
1769,330,21.0,river,5
1769,550,23.47,park,1
1769,389,28.72,park,3
1769,408,44.06,park,3
1769,193,25.85,river,5
1769,197,30.63,river,5
1769,306,23.4,river,5
1770,1419,31.05,mountain,5
1770,1335,51.89,river,1
1770,1033,52.76,river,3
1770,1472,40.61,park,3
1770,1429,46.43,park,3
1770,1189,43.45,river,2
1770,1182,37.71,river,3
1770,1470,38.94,park,2
1770,1211,46.37,river,3
1770,1038,48.27,river,1
1771,1002,28.71,park,2
1771,826,54.9,mountain,5
1771,854,48.24,park,2
1771,1446,50.84,park,2
1771,1245,20.97,mountain,5
1771,997,41.61,park,2
1771,1142,54.82,park,2
1771,1284,25.71,park,3
1771,900,48.75,river,5
1771,447,49.31,river,5
1772,892,26.83,river,2
1772,1083,24.78,mountain,5
1772,1410,59.05,mountain,5
1772,968,42.07,mountain,5
1772,1044,26.39,river,2
1772,930,24.62,mountain,5
1772,893,44.89,river,3
1772,1045,52.75,river,1
1772,1200,39.19,river,1
1772,889,48.04,river,1
1773,1324,55.15,park,1
1773,859,49.54,park,2
1773,843,42.99,park,2
1773,1157,29.28,park,1
1773,447,52.99,river,5
1773,441,28.36,river,5
1773,449,20.02,river,5
1773,876,41.99,park,2
1773,1007,52.16,park,1
1773,872,50.51,park,2
1774,1058,27.0,river,5
1774,1350,55.27,river,5
1774,1076,42.32,river,5
1774,1187,39.59,river,5
1774,1318,27.68,park,3
1774,1251,57.81,mountain,3
1774,1273,47.46,mountain,3
1774,1031,56.18,river,5
1774,1051,58.05,river,5
1774,1440,28.86,park,2
1775,1152,50.95,park,5
1775,851,50.47,park,5
1775,866,26.89,park,5
1775,1284,52.8,park,5
1775,1009,33.67,park,5
1775,903,36.74,river,5
1775,1297,53.75,park,5
1775,610,46.98,river,5
1775,1245,28.16,mountain,2
1775,859,52.88,park,5
1776,1026,31.93,park,5
1776,740,29.3,river,1
1776,694,20.61,park,5
1776,1157,41.54,park,5
1776,896,50.91,river,3
1776,596,34.27,river,2
1776,1172,21.75,park,5
1776,1295,50.05,park,5
1776,982,31.0,park,5
1776,1310,53.27,park,5
1777,455,53.6,river,5
1777,1396,56.88,mountain,5
1777,1025,42.1,park,3
1777,986,39.03,park,3
1777,989,28.64,park,2
1777,649,22.11,mountain,5
1777,740,38.47,river,5
1777,1324,59.56,park,3
1777,745,35.35,river,5
1777,1156,48.27,park,3
1778,1194,20.14,river,3
1778,1066,27.2,river,2
1778,1378,48.88,mountain,5
1778,1308,34.81,park,5
1778,878,53.46,river,1
1778,1400,58.34,mountain,5
1778,1200,40.01,river,3
1778,1408,26.12,mountain,5
1778,1436,33.0,park,5
1778,1318,26.17,park,5
1779,197,38.72,river,1
1779,693,51.36,park,5
1779,173,46.89,river,2
1779,189,50.85,river,1
1779,388,41.63,park,5
1779,159,55.68,river,2
1779,318,40.09,river,2
1779,386,56.34,park,5
1779,425,37.92,park,5
1779,180,59.33,river,3
1780,1027,45.8,park,5
1780,829,21.38,park,5
1780,834,40.33,park,5
1780,1143,39.52,park,5
1780,780,33.84,mountain,5
1780,1307,55.46,park,5
1780,1255,42.35,mountain,5
1780,833,41.31,park,5
1780,852,40.34,park,5
1780,458,26.68,river,1
1781,719,37.0,park,5
1781,325,49.57,river,2
1781,159,46.15,river,3
1781,315,27.36,river,1
1781,332,55.95,river,1
1781,330,37.8,river,3
1781,724,21.67,park,5
1781,690,24.06,park,5
1781,400,34.41,park,5
1781,193,59.17,river,2
1782,994,57.25,park,1
1782,876,34.18,park,1
1782,832,40.65,park,2
1782,451,46.0,river,5
1782,1132,29.2,park,1
1782,620,22.63,river,5
1782,767,28.47,river,5
1782,979,50.88,park,3
1782,799,40.4,mountain,5
1782,1292,29.71,park,3
1783,841,56.28,park,5
1783,1148,57.61,park,5
1783,836,33.29,park,5
1783,1307,33.7,park,5
1783,1109,45.43,mountain,1
1783,1151,51.84,park,5
1783,854,30.79,park,5
1783,439,43.51,river,2
1783,694,51.61,park,5
1783,1007,45.04,park,5
1784,881,31.38,river,2
1784,1110,41.11,mountain,2
1784,1293,36.24,park,5
1784,896,23.57,river,1
1784,1299,35.89,park,5
1784,982,56.93,park,5
1784,455,25.64,river,3
1784,1082,33.04,mountain,1
1784,600,53.87,river,2
1784,1320,52.37,park,5
1785,861,59.7,park,3
1785,736,41.63,river,5
1785,492,54.86,mountain,1
1785,957,59.83,mountain,3
1785,980,52.63,park,3
1785,858,34.03,park,3
1785,979,55.35,park,3
1785,1011,33.08,park,1
1785,1009,41.58,park,2
1785,985,28.44,park,3
1786,162,30.89,river,5
1786,570,35.58,park,2
1786,404,40.75,park,2
1786,569,22.68,park,2
1786,188,26.92,river,5
1786,329,50.85,river,5
1786,174,42.98,river,5
1786,151,25.31,river,5
1786,585,32.27,park,2
1786,194,31.66,river,5
1787,1211,51.07,river,5
1787,1216,31.06,river,5
1787,1407,46.7,mountain,5
1787,1099,50.26,mountain,5
1787,1281,58.62,park,1
1787,895,39.21,river,5
1787,1214,35.6,river,5
1787,1452,49.79,park,1
1787,1038,38.45,river,5
1787,1187,55.38,river,5
1788,1140,48.28,park,3
1788,758,49.91,river,5
1788,631,59.31,mountain,5
1788,609,22.29,river,5
1788,1085,21.68,mountain,5
1788,1109,36.06,mountain,5
1788,1079,52.49,mountain,5
1788,1005,38.54,park,2
1788,1014,52.06,park,2
1788,1143,32.75,park,2
1789,1391,39.53,mountain,5
1789,1394,49.31,mountain,5
1789,918,33.1,river,3
1789,1104,40.54,mountain,5
1789,1306,51.9,park,5
1789,1062,44.99,river,1
1789,1432,48.41,park,5
1789,1221,36.09,river,2
1789,1363,51.28,river,2
1789,1367,45.88,river,1
1790,913,22.42,river,1
1790,918,54.02,river,1
1790,1118,32.33,mountain,5
1790,1383,34.37,mountain,5
1790,1045,38.13,river,1
1790,1419,34.39,mountain,5
1790,1227,48.2,river,2
1790,1084,41.94,mountain,5
1790,1470,52.63,park,2
1790,1464,20.33,park,3
1791,196,30.25,river,5
1791,550,47.31,park,2
1791,335,44.45,river,5
1791,570,41.05,park,1
1791,334,57.72,river,5
1791,186,59.86,river,5
1791,190,58.45,river,5
1791,406,21.22,park,1
1791,177,29.44,river,5
1791,176,30.26,river,5
1792,877,44.69,park,3
1792,461,58.08,river,5
1792,998,55.53,park,2
1792,1094,51.66,mountain,2
1792,1170,21.19,park,3
1792,809,31.2,mountain,1
1792,1128,49.57,park,1
1792,1405,39.97,mountain,2
1792,462,38.25,river,5
1792,780,58.0,mountain,1
1793,1015,54.72,park,2
1793,1026,22.89,park,2
1793,1156,26.52,park,2
1793,436,58.04,river,5
1793,1263,28.01,mountain,3
1793,746,28.03,river,5
1793,985,36.69,park,3
1793,753,47.19,river,5
1793,1443,44.44,park,2
1793,874,37.39,park,1
1794,332,46.8,river,2
1794,377,57.29,mountain,2
1794,193,24.74,river,2
1794,570,34.55,park,5
1794,689,53.36,park,5
1794,168,59.96,river,2
1794,161,57.93,river,3
1794,434,47.37,park,5
1794,155,39.35,river,1
1794,341,31.02,mountain,3
1795,1381,44.19,mountain,2
1795,1108,56.35,mountain,2
1795,1060,57.03,river,2
1795,1390,34.19,mountain,1
1795,1223,40.99,river,1
1795,1392,44.18,mountain,1
1795,904,33.6,river,1
1795,1270,56.46,mountain,2
1795,1444,28.51,park,5
1795,1118,43.72,mountain,2
1796,1293,47.98,park,5
1796,765,43.74,river,2
1796,862,49.86,park,5
1796,1299,28.94,park,5
1796,842,28.43,park,5
1796,1469,41.08,park,5
1796,838,44.43,park,5
1796,896,34.05,river,3
1796,1162,28.4,park,5
1796,1157,52.41,park,5
1797,394,59.86,park,3
1797,187,21.77,river,3
1797,720,24.13,park,3
1797,178,26.27,river,3
1797,176,53.08,river,2
1797,406,42.57,park,3
1797,571,58.32,park,1
1797,168,34.54,river,2
1797,189,22.21,river,1
1797,153,43.29,river,2
1798,1314,35.68,park,3
1798,610,57.12,river,5
1798,467,21.65,river,5
1798,825,43.04,mountain,5
1798,474,56.64,river,5
1798,1291,36.07,park,3
1798,1325,39.38,park,3
1798,756,41.02,river,5
1798,361,40.03,mountain,5
1798,842,29.99,park,1
1799,395,23.29,park,5
1799,320,38.43,river,5
1799,173,30.7,river,5
1799,716,42.28,park,5
1799,584,52.25,park,5
1799,341,35.19,mountain,2
1799,325,43.58,river,5
1799,409,41.69,park,5
1799,170,51.15,river,5
1799,335,51.5,river,5
1800,758,42.5,river,5
1800,1320,47.79,park,2
1800,590,37.26,river,5
1800,1164,26.21,park,3
1800,811,23.33,mountain,5
1800,865,48.35,park,1
1800,869,50.08,park,2
1800,1136,58.84,park,1
1800,1126,55.17,mountain,5
1800,1132,58.26,park,3
1801,1278,57.84,park,1
1801,1172,40.91,park,3
1801,600,28.4,river,5
1801,455,24.87,river,5
1801,1176,25.42,park,3
1801,738,21.4,river,5
1801,611,56.94,river,5
1801,1229,52.94,mountain,5
1801,1085,33.36,mountain,5
1801,602,20.27,river,5
1802,162,59.83,river,5
1802,377,33.67,mountain,1
1802,185,42.92,river,5
1802,186,56.43,river,5
1802,434,29.47,park,5
1802,334,25.52,river,5
1802,155,46.65,river,5
1802,193,43.96,river,5
1802,409,47.68,park,5
1802,332,51.26,river,5
1803,1463,23.54,park,1
1803,1443,24.12,park,1
1803,986,58.22,park,3
1803,732,25.27,river,2
1803,842,29.16,park,3
1803,596,36.61,river,2
1803,1132,56.6,park,3
1803,484,52.76,river,3
1803,984,40.35,park,3
1803,1172,57.6,park,3
1804,329,41.33,river,1
1804,416,39.8,park,2
1804,199,32.18,river,2
1804,720,56.58,park,1
1804,185,28.86,river,3
1804,197,39.2,river,1
1804,330,40.2,river,1
1804,190,56.82,river,2
1804,310,43.35,river,2
1804,568,27.84,park,3
1805,1386,51.78,mountain,2
1805,1191,43.1,river,5
1805,1275,22.79,mountain,3
1805,1298,22.71,park,2
1805,1440,59.39,park,3
1805,1208,28.54,river,5
1805,1477,56.17,park,2
1805,1475,30.09,park,2
1805,1261,39.01,mountain,2
1805,1058,54.13,river,5
1806,1200,25.67,river,2
1806,1356,24.97,river,1
1806,1347,43.84,river,2
1806,1242,56.37,mountain,5
1806,1083,59.99,mountain,5
1806,902,57.2,river,1
1806,778,21.98,mountain,5
1806,1265,43.02,mountain,5
1806,1408,43.74,mountain,5
1806,1207,58.61,river,1
1807,937,53.11,mountain,5
1807,1312,46.12,park,5
1807,882,44.34,river,2
1807,1075,43.88,river,3
1807,883,27.32,river,2
1807,1438,41.51,park,5
1807,1306,27.29,park,5
1807,1119,43.16,mountain,5
1807,1222,22.57,river,3
1807,1185,34.67,river,2
1808,1470,45.03,park,3
1808,1347,45.78,river,5
1808,1407,46.64,mountain,2
1808,1065,45.04,river,5
1808,1069,56.95,river,5
1808,1273,24.99,mountain,1
1808,944,44.86,mountain,3
1808,1113,38.45,mountain,3
1808,937,59.26,mountain,2
1808,1203,41.78,river,5
1809,333,56.5,river,2
1809,324,53.12,river,3
1809,320,43.41,river,3
1809,329,33.99,river,2
1809,434,55.89,park,5
1809,159,35.26,river,1
1809,418,41.54,park,5
1809,377,37.08,mountain,5
1809,158,52.96,river,2
1809,406,51.37,park,5
1810,565,52.13,park,3
1810,308,59.95,river,5
1810,186,35.29,river,5
1810,386,31.56,park,3
1810,316,52.92,river,5
1810,156,42.67,river,5
1810,304,25.21,river,5
1810,168,42.88,river,5
1810,170,57.25,river,5
1810,180,55.92,river,5
1811,325,27.73,river,5
1811,540,30.96,park,3
1811,418,32.08,park,1
1811,163,36.88,river,5
1811,404,40.17,park,3
1811,155,40.87,river,5
1811,162,28.92,river,5
1811,711,36.49,park,1
1811,173,31.25,river,5
1811,176,49.13,river,5
1812,604,39.9,river,1
1812,767,21.57,river,1
1812,843,32.05,park,2
1812,1307,55.4,park,3
1812,1325,36.96,park,3
1812,748,55.4,river,3
1812,1158,39.6,park,2
1812,994,56.34,park,1
1812,1462,39.7,park,2
1812,382,22.2,mountain,5
1813,687,59.06,park,5
1813,1243,21.98,mountain,1
1813,811,32.43,mountain,3
1813,595,48.43,river,5
1813,610,51.15,river,5
1813,1286,37.8,park,5
1813,867,32.92,park,5
1813,832,24.35,park,5
1813,1439,50.12,park,5
1813,916,53.48,river,5
1814,1471,24.0,park,5
1814,1333,50.2,river,3
1814,1213,56.58,river,3
1814,914,48.76,river,2
1814,1066,56.36,river,1
1814,907,22.52,river,3
1814,1217,39.91,river,2
1814,1034,42.9,river,3
1814,1258,44.11,mountain,2
1814,1449,46.51,park,5
1815,437,46.67,river,5
1815,1326,54.3,park,5
1815,1154,52.74,park,5
1815,454,21.96,river,5
1815,901,48.59,river,5
1815,979,34.06,park,5
1815,836,47.72,park,5
